sample_type,province,antibiotic,antibiotic_class,median_concentration,concentration_unit,sample_year,reference_number
soil,Shandong,Chlortetracycline,Tetracyclines,71.24,ng/g,2010,189
soil,Shandong,Ciprofloxacin,Fluoroquinolones,104.4,ng/g,2015,125
soil,Shandong,Doxycycline,Tetracyclines,33.4065,ng/g,2015,125
soil,Shandong,Enrofloxacin,Fluoroquinolones,18.6,ng/g,2015,125
soil,Shandong,Erythromycin-H2O,Macrolides,0.003,ng/g,2010,189
soil,Shandong,Florfenicol,Phenicols,0.22649999999999998,ng/g,2015,125
soil,Shandong,Levofloxacin,Fluoroquinolones,1.057,ng/g,2015,125
soil,Shandong,Norfloxacin,Fluoroquinolones,41.835,ng/g,2015,125
soil,Shandong,Ofloxacin,Fluoroquinolones,24.189999999999998,ng/g,2010,189
soil,Shandong,Oxytetracycline,Tetracyclines,107.15,ng/g,2010,189
soil,Shandong,Roxithromycin,Macrolides,0.29,ng/g,2010,189
soil,Shandong,Sulfadiazine,Sulfonamides,0.675,ng/g,2010,189
soil,Shandong,Sulfadimidine,Sulfonamides,2.2199999999999998,ng/g,2010,189
soil,Shandong,Sulfamethoxazole,Sulfonamides,0.17,ng/g,2010,189
soil,Shandong,Tetracycline,Tetracyclines,29.3,ng/g,2010,189
soil,Shanghai,Chloramphenicol,Phenicols,4600,ng/g,NA,166
soil,Shanghai,Chlortetracycline,Tetracyclines,1.5,ng/g,2012,86
soil,Shanghai,Ciprofloxacin,Fluoroquinolones,17.8,ng/g,2014,108
soil,Shanghai,Difloxacin,Fluoroquinolones,0.37,ng/g,2006,179
soil,Shanghai,Doxycycline,Tetracyclines,7.45,ng/g,2014,108
soil,Shanghai,Enrofloxacin,Fluoroquinolones,6.289999999999999,ng/g,2014,108
soil,Shanghai,Erythromycin-H2O,Macrolides,0.05,ng/g,2006,179
soil,Shanghai,Fleroxacin,Fluoroquinolones,6.02,ng/g,2006,179
soil,Shanghai,Lomefloxacin,Fluoroquinolones,2.32,ng/g,2006,179
soil,Shanghai,Norfloxacin,Fluoroquinolones,20.84335,ng/g,2014,108
soil,Shanghai,Ofloxacin,Fluoroquinolones,11.3515,ng/g,2014,108
soil,Shanghai,Oxytetracycline,Tetracyclines,18.9,ng/g,2014,108
soil,Shanghai,Roxithromycin,Macrolides,0.5800000000000001,ng/g,2006,179
soil,Shanghai,Sarafloxacin,Fluoroquinolones,0.22,ng/g,2006,179
soil,Shanghai,Spiramycin,Macrolides,0.02,ng/g,2006,179
soil,Shanghai,Sulfachloropyridazine,Sulfonamides,3,ng/g,2012,86
soil,Shanghai,Sulfadiazine,Sulfonamides,0.49,ng/g,2014,108
soil,Shanghai,Sulfadimethoxine,Sulfonamides,0.6,ng/g,2014,108
soil,Shanghai,Sulfadimidine,Sulfonamides,0.42500000000000004,ng/g,2014,108
soil,Shanghai,Sulfamerazine,Sulfonamides,0.01,ng/g,2014,108
soil,Shanghai,Sulfamethizole,Sulfonamides,0.55,ng/g,2014,108
soil,Shanghai,Sulfamethoxazole,Sulfonamides,0.57,ng/g,NA,166
soil,Shanghai,Sulfamonomethoxine,Sulfonamides,0.8,ng/g,2006,179
soil,Shanghai,Sulfapyridine,Sulfonamides,0.01,ng/g,2006,179
soil,Shanghai,Tetracycline,Tetracyclines,2.07,ng/g,2014,108
soil,Shanghai,Tylosin,Macrolides,0.003,ng/g,2006,179
soil,Shanxi,Chlortetracycline,Tetracyclines,9.969000000000001,ng/g,NA,33
soil,Shanxi,Ciprofloxacin,Fluoroquinolones,1.22,ng/g,NA,33
soil,Shanxi,Clarithromycin,Macrolides,0.25,ng/g,NA,33
soil,Shanxi,Doxycycline,Tetracyclines,21.392000000000003,ng/g,NA,33
soil,Shanxi,Enrofloxacin,Fluoroquinolones,34.242,ng/g,NA,33
soil,Shanxi,Erythromycin,Macrolides,13.636,ng/g,NA,33
soil,Shanxi,Fleroxacin,Fluoroquinolones,81.278,ng/g,NA,33
soil,Shanxi,Gatifloxacin,Fluoroquinolones,16.038,ng/g,NA,33
soil,Shanxi,Lomefloxacin,Fluoroquinolones,20.33,ng/g,NA,33
soil,Shanxi,Norfloxacin,Fluoroquinolones,2.54,ng/g,NA,33
soil,Shanxi,Ofloxacin,Fluoroquinolones,1.09,ng/g,NA,33
soil,Shanxi,Oxytetracycline,Tetracyclines,1.7280000000000002,ng/g,NA,33
soil,Shanxi,Roxithromycin,Macrolides,0.168,ng/g,NA,33
soil,Shanxi,Sparfloxacin,Fluoroquinolones,12.004,ng/g,NA,33
soil,Shanxi,Sulfachinoxaline,Sulfonamides,0.015,ng/g,2017,81
soil,Shanxi,Sulfadiazine,Sulfonamides,0.876,ng/g,NA,33
soil,Shanxi,Sulfadimethoxine,Sulfonamides,0.02,ng/g,2017,81
soil,Shanxi,Sulfadimidine,Sulfonamides,0.522,ng/g,NA,33
soil,Shanxi,Sulfamerazine,Sulfonamides,0.418,ng/g,NA,33
soil,Shanxi,Sulfameter,Sulfonamides,0.246,ng/g,NA,33
soil,Shanxi,Sulfamethoxazole,Sulfonamides,3.609,ng/g,NA,33
soil,Shanxi,Sulfamethoxypyridazine,Sulfonamides,0.434,ng/g,NA,33
soil,Shanxi,Sulfamonomethoxine,Sulfonamides,0.01,ng/g,2017,81
soil,Shanxi,Sulfapyridine,Sulfonamides,0.4779999999999999,ng/g,NA,33
soil,Shanxi,Tetracycline,Tetracyclines,1.767,ng/g,NA,33
soil,Sichuan,Azithromycin,Macrolides,11.34,ng/g,2016,147
soil,Sichuan,Chlortetracycline,Tetracyclines,21.46,ng/g,2016,147
soil,Sichuan,Ciprofloxacin,Fluoroquinolones,5.97,ng/g,2016,147
soil,Sichuan,Danofloxacin,Fluoroquinolones,0.22,ng/g,2016,147
soil,Sichuan,Doxycycline,Tetracyclines,12.5,ng/g,2016,147
soil,Sichuan,Enrofloxacin,Fluoroquinolones,6.54,ng/g,2016,147
soil,Sichuan,Florfenicol,Phenicols,0.06,ng/g,2016,147
soil,Sichuan,Oxytetracycline,Tetracyclines,37.1,ng/g,2016,147
soil,Sichuan,Sarafloxacin,Fluoroquinolones,0.06,ng/g,2016,147
soil,Sichuan,Sulfadiazine,Sulfonamides,0.01,ng/g,2016,147
soil,Sichuan,Sulfadimidine,Sulfonamides,0.11,ng/g,2016,147
soil,Sichuan,Sulfamethoxazole,Sulfonamides,0.56,ng/g,2016,147
soil,Sichuan,Sulfamonomethoxine,Sulfonamides,0.71,ng/g,2016,147
soil,Sichuan,Sulfaquinoxaline,Sulfonamides,1.22,ng/g,2016,147
soil,Sichuan,Tetracycline,Tetracyclines,11.69,ng/g,2016,147
soil,Sichuan,Tilmicosin,Macrolides,0.42,ng/g,2016,147
soil,Sichuan,Tylosin,Macrolides,0.48,ng/g,2016,147
soil,Tianjin,Chloramphenicol,Phenicols,0.6000000000000001,ng/g,2007,6
soil,Tianjin,Chlortetracycline,Tetracyclines,41.5,ng/g,NA,165
soil,Tianjin,Ciprofloxacin,Fluoroquinolones,13.600000000000001,ng/g,NA,165
soil,Tianjin,Doxycycline,Tetracyclines,159.07647058823528,ng/g,2013,178
soil,Tianjin,Enrofloxacin,Fluoroquinolones,30.676470588235297,ng/g,NA,165
soil,Tianjin,Erythromycin,Macrolides,1.023529411764706,ng/g,2013,178
soil,Tianjin,Furazolidone,Other,5.270588235294118,ng/g,2013,178
soil,Tianjin,Lincomycin,Lincosamides,6.4,ng/g,2007,6
soil,Tianjin,Norfloxacin,Fluoroquinolones,43,ng/g,NA,165
soil,Tianjin,Ofloxacin,Fluoroquinolones,15.964705882352945,ng/g,NA,165
soil,Tianjin,Oxytetracycline,Tetracyclines,22.9,ng/g,NA,165
soil,Tianjin,Roxithromycin,Macrolides,14.32941176470588,ng/g,2013,178
soil,Tianjin,Sulfachloropyridazine,Sulfonamides,2.075,ng/g,NA,165
soil,Tianjin,Sulfadiazine,Sulfonamides,0.18823529411764703,ng/g,2013,178
soil,Tianjin,Sulfadimethoxine,Sulfonamides,0.75,ng/g,NA,165
soil,Tianjin,Sulfadimidine,Sulfonamides,0.625,ng/g,NA,165
soil,Tianjin,Sulfadoxine,Sulfonamides,5.15,ng/g,2007,6
soil,Tianjin,Sulfafurazole,Sulfonamides,2.25,ng/g,NA,165
soil,Tianjin,Sulfamethoxazole,Sulfonamides,6.786764705882352,ng/g,NA,165
soil,Tianjin,Sulfamethoxypyridazine,Sulfonamides,0.75,ng/g,NA,165
soil,Tianjin,Sulfamonomethoxine,Sulfonamides,1.7058823529411762,ng/g,2013,178
soil,Tianjin,Sulfapyridine,Sulfonamides,1.25,ng/g,NA,165
soil,Tianjin,Tetracycline,Tetracyclines,21.589705882352938,ng/g,NA,165
soil,Tianjin,Trimethoprim,Diaminopyrimidines,15.241176470588233,ng/g,2013,178
soil,Tianjin,Tylosin,Macrolides,8.147058823529413,ng/g,2013,178
soil,Tibet,Norfloxacin,Fluoroquinolones,38.48,ng/g,2020,NEW_TIBET_HOU_2021
soil,Tibet,Roxithromycin,Macrolides,41.04,ng/g,2020,NEW_TIBET_HOU_2021
soil,Yunnan,Chlortetracycline,Tetracyclines,5.153333333333332,ng/g,NA,80
soil,Yunnan,Ciprofloxacin,Fluoroquinolones,3.4,ng/g,2012,86
soil,Yunnan,Doxycycline,Tetracyclines,9.150000000000002,ng/g,NA,80
soil,Yunnan,Enrofloxacin,Fluoroquinolones,1.7,ng/g,2012,86
soil,Yunnan,Flumequine,Fluoroquinolones,0.09333333333333332,ng/g,NA,80
soil,Yunnan,Norfloxacin,Fluoroquinolones,4.6,ng/g,2012,86
soil,Yunnan,Ofloxacin,Fluoroquinolones,5.5,ng/g,2012,86
soil,Yunnan,Oxytetracycline,Tetracyclines,12.5,ng/g,NA,80
soil,Yunnan,Penicillin G,Beta-lactams,0.26,ng/g,NA,80
soil,Yunnan,Roxithromycin,Macrolides,1.1,ng/g,2012,86
soil,Yunnan,Sulfachloropyridazine,Sulfonamides,0.1,ng/g,2012,86
soil,Yunnan,Sulfadimidine,Sulfonamides,0.1,ng/g,2012,86
soil,Yunnan,Sulfamonomethoxine,Sulfonamides,0.00666666666666666,ng/g,NA,80
soil,Yunnan,Sulfaquinoxaline,Sulfonamides,0.00666666666666666,ng/g,NA,80
soil,Yunnan,Tetracycline,Tetracyclines,1.0866666666666667,ng/g,NA,80
soil,Zhejiang,Cephalexin,Beta-lactams,0.5828571428571429,ng/g,2010,184
soil,Zhejiang,Chlortetracycline,Tetracyclines,1.8,ng/g,NA,103
soil,Zhejiang,Ciprofloxacin,Fluoroquinolones,1.69,ng/g,2014,108
soil,Zhejiang,Clarithromycin,Macrolides,0.01,ng/g dw,2016,113
soil,Zhejiang,Danofloxacin,Fluoroquinolones,0.017,ng/g dw,2016,113
soil,Zhejiang,Difloxacin,Fluoroquinolones,0.04792682926829269,ng/g dw,2016,113
soil,Zhejiang,Doxycycline,Tetracyclines,1.2042857142857142,ng/g,2014,108
soil,Zhejiang,Enrofloxacin,Fluoroquinolones,0.773,ng/g,NA,103
soil,Zhejiang,Erythromycin,Macrolides,0.08,ng/g dw,2016,113
soil,Zhejiang,Erythromycin-H2O,Macrolides,0.06173780487804878,ng/g,2016,156
soil,Zhejiang,Florfenicol,Phenicols,0.78,ng/g,2010,184
soil,Zhejiang,Flumequine,Fluoroquinolones,0.008,ng/g dw,2016,113
soil,Zhejiang,Lomefloxacin,Fluoroquinolones,0.915,ng/g dw,2016,113
soil,Zhejiang,Norfloxacin,Fluoroquinolones,1.1108536585365854,ng/g,2014,108
soil,Zhejiang,Ofloxacin,Fluoroquinolones,1.128040069686411,ng/g,2014,108
soil,Zhejiang,Oxolinic Acid,Quinolones,0.02070731707317073,ng/g dw,2016,113
soil,Zhejiang,Oxytetracycline,Tetracyclines,1.9342857,ng/g,NA,103
soil,Zhejiang,Pefloxacin,Fluoroquinolones,0.1419268292682927,ng/g dw,2016,113
soil,Zhejiang,Roxithromycin,Macrolides,0.0165,ng/g dw,2016,113
soil,Zhejiang,Sarafloxacin,Fluoroquinolones,0.0340609756097561,ng/g dw,2016,113
soil,Zhejiang,Spiramycin,Macrolides,0.011207317073170731,ng/g dw,2016,113
soil,Zhejiang,Sulfachloropyridazine,Sulfonamides,0.006,ng/g dw,2016,113
soil,Zhejiang,Sulfadiazine,Sulfonamides,1.1842857142857142,ng/g,NA,103
soil,Zhejiang,Sulfadimethoxine,Sulfonamides,0.875,ng/g,2014,108
soil,Zhejiang,Sulfadimidine,Sulfonamides,0.09550522648083623,ng/g,NA,103
soil,Zhejiang,Sulfafurazole,Sulfonamides,0.022,ng/g dw,2016,113
soil,Zhejiang,Sulfamerazine,Sulfonamides,0.8764285714285716,ng/g,2014,108
soil,Zhejiang,Sulfamethizole,Sulfonamides,0.01468292682926829,ng/g,2014,108
soil,Zhejiang,Sulfamethoxazole,Sulfonamides,0.0871951219512195,ng/g,NA,103
soil,Zhejiang,Tetracycline,Tetracyclines,1.3372926829268292,ng/g,NA,103
soil,Zhejiang,Thiamphenicol,Phenicols,0.6685714285714285,ng/g,2010,184
soil,Zhejiang,Tylosin,Macrolides,0.28281707317073174,ng/g,NA,103
surface water,Anhui,Ciprofloxacin,Fluoroquinolones,42.9,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Clarithromycin,Macrolides,0.98,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Clindamycin,Lincosamides,1.76,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Enrofloxacin,Fluoroquinolones,17.2,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Erythromycin-H2O,Macrolides,12.3,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Norfloxacin,Fluoroquinolones,30.4,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Ofloxacin,Fluoroquinolones,11.1,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Oxytetracycline,Tetracyclines,9.65,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Roxithromycin,Macrolides,1.2,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Sulfadiazine,Sulfonamides,2.26,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Sulfadimethoxine,Sulfonamides,0.37,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Sulfamerazine,Sulfonamides,4.57,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Tetracycline,Tetracyclines,63.1,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Anhui,Trimethoprim,Diaminopyrimidines,4.76,ng/L,2020,NEW_ANHUI_CHEN_2021
surface water,Chongqing,Oxytetracycline,Tetracyclines,1.02,ng/L,2021,N154
surface water,Chongqing,Tetracycline,Tetracyclines,1.02,ng/L,2021,N154
surface water,Guangxi,Sulfamethoxazole,Sulfonamides,0.09,ng/L,2018,N42
surface water,Guangxi,Trimethoprim,Diaminopyrimidines,0.02,ng/L,2018,N42
surface water,Hainan,Amoxicillin,Beta-lactams,4.31,ng/L,2024,N41
surface water,Hainan,Cefazolin,Beta-lactams,1.37,ng/L,2024,N41
surface water,Hainan,Cephalexin,Beta-lactams,2.06,ng/L,2024,N41
surface water,Hainan,Ciprofloxacin,Fluoroquinolones,45.44,ng/L,2018,N39
surface water,Hainan,Doxycycline,Tetracyclines,18.49,ng/L,2024,N41
surface water,Hainan,Enrofloxacin,Fluoroquinolones,2.78,ng/L,2018,N39
surface water,Hainan,Fleroxacin,Fluoroquinolones,98.69,ng/L,2024,N41
surface water,Hainan,Florfenicol,Phenicols,5.18,ng/L,2024,N41
surface water,Hainan,Lomefloxacin,Fluoroquinolones,0.53,ng/L,2024,N41
surface water,Hainan,Norfloxacin,Fluoroquinolones,4.6,ng/L,2024,N41
surface water,Hainan,Ofloxacin,Fluoroquinolones,0.81,ng/L,2024,N41
surface water,Hainan,Oxytetracycline,Tetracyclines,79.85,ng/L,2024,N41
surface water,Hainan,Pefloxacin,Fluoroquinolones,0.69,ng/L,2024,N41
surface water,Hainan,Penicillin G,Beta-lactams,2.49,ng/L,2024,N41
surface water,Hainan,Roxithromycin,Macrolides,3.83,ng/L,2018,N39
surface water,Hainan,Sulfachloropyridazine,Sulfonamides,0.44,ng/L,2024,N41
surface water,Hainan,Sulfadiazine,Sulfonamides,0.94,ng/L,2024,N41
surface water,Hainan,Sulfadimidine,Sulfonamides,0.2,ng/L,2024,N41
surface water,Hainan,Sulfaguanidine,Sulfonamides,0.11,ng/L,2024,N41
surface water,Hainan,Sulfamethoxazole,Sulfonamides,102.375,ng/L,2018,N39
surface water,Hainan,Sulfamethoxydiazine,Sulfonamides,0.22,ng/L,2024,N41
surface water,Hainan,Sulfamonomethoxine,Sulfonamides,0.31,ng/L,2024,N41
surface water,Hainan,Sulfaquinoxaline,Sulfonamides,0.33,ng/L,2024,N41
surface water,Hainan,Sulfathiazole,Sulfonamides,0.51,ng/L,2024,N41
surface water,Hainan,Trimethoprim,Diaminopyrimidines,7.24,ng/L,2018,N39
surface water,Hebei,Difloxacin,Fluoroquinolones,280.9,ng/L,2022,N81
surface water,Hebei,Enrofloxacin,Fluoroquinolones,282.7,ng/L,2022,N81
surface water,Hebei,Flumequine,Fluoroquinolones,139.8,ng/L,2022,N81
surface water,Hebei,Norfloxacin,Fluoroquinolones,9.32,ng/L,2022,N81
surface water,Hebei,Sarafloxacin,Fluoroquinolones,157.8,ng/L,2022,N81
surface water,Henan,Doxycycline,Tetracyclines,29520,ng/L,2020,CAND_KAIFENG_2022
surface water,Henan,Oxytetracycline,Tetracyclines,13710,ng/L,2020,CAND_KAIFENG_2022
surface water,Henan,Tetracycline,Tetracyclines,14900,ng/L,2020,CAND_KAIFENG_2022
surface water,Hubei,Azithromycin,Macrolides,2.55,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Chloramphenicol,Phenicols,0.39,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Chlortetracycline,Tetracyclines,1.08,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Ciprofloxacin,Fluoroquinolones,1.75,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Clarithromycin,Macrolides,2.66,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Doxycycline,Tetracyclines,0.21,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Enrofloxacin,Fluoroquinolones,3.08,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Erythromycin,Macrolides,2.01,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Florfenicol,Phenicols,17.54,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Norfloxacin,Fluoroquinolones,1.12,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Ofloxacin,Fluoroquinolones,0.81,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Oxytetracycline,Tetracyclines,1.02,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Roxithromycin,Macrolides,2.04,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfachloropyridazine,Sulfonamides,3.08,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfadiazine,Sulfonamides,3,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfadimidine,Sulfonamides,0.74,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfamethoxazole,Sulfonamides,7.27,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfamethoxypyridazine,Sulfonamides,0.14,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfamonomethoxine,Sulfonamides,7.59,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfaquinoxaline,Sulfonamides,0.14,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Sulfisomidine,Sulfonamides,0.19,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Tetracycline,Tetracyclines,0.96,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Thiamphenicol,Phenicols,7.71,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hubei,Trimethoprim,Diaminopyrimidines,1.63,ng/L,2020,NEW_HUBEI_CHEN_2023
surface water,Hunan,Chlortetracycline,Tetracyclines,47.22,ng/L,2016,N457
surface water,Hunan,Ciprofloxacin,Fluoroquinolones,15.64,ng/L,2016,N457
surface water,Hunan,Norfloxacin,Fluoroquinolones,11.39,ng/L,2016,N457
surface water,Hunan,Ofloxacin,Fluoroquinolones,4.36,ng/L,2022,N75
surface water,Jiangsu,Sulfamethoxazole,Sulfonamides,4.19,ng/L,2021,N154
surface water,Jiangsu,Tetracycline,Tetracyclines,92.425,ng/L,2021,N74
surface water,Jiangxi,Azithromycin,Macrolides,3.64,ng/L,2020,N55
surface water,Jiangxi,Chlortetracycline,Tetracyclines,2.76,ng/L,2020,N55
surface water,Jiangxi,Ciprofloxacin,Fluoroquinolones,0.35,ng/L,2020,N55
surface water,Jiangxi,Clarithromycin,Macrolides,0.47,ng/L,2020,N55
surface water,Jiangxi,Enoxacin,Fluoroquinolones,3.5,ng/L,2020,N55
surface water,Jiangxi,Enrofloxacin,Fluoroquinolones,2.68,ng/L,2020,N55
surface water,Jiangxi,Erythromycin,Macrolides,10.27,ng/L,2020,N55
surface water,Jiangxi,Metronidazole,Other,1.72,ng/L,2020,N55
surface water,Jiangxi,Norfloxacin,Fluoroquinolones,1.35,ng/L,2020,N55
surface water,Jiangxi,Ofloxacin,Fluoroquinolones,2.66,ng/L,2020,N55
surface water,Jiangxi,Oxytetracycline,Tetracyclines,9.75,ng/L,2020,N55
surface water,Jiangxi,Roxithromycin,Macrolides,22.52,ng/L,2020,N55
surface water,Jiangxi,Sulfadiazine,Sulfonamides,9.63,ng/L,2020,N55
surface water,Jiangxi,Sulfadimidine,Sulfonamides,5.45,ng/L,2020,N55
surface water,Jiangxi,Sulfamethoxazole,Sulfonamides,188.95,ng/L,2020,N55
surface water,Jiangxi,Sulfathiazole,Sulfonamides,1.91,ng/L,2020,N55
surface water,Jiangxi,Tetracycline,Tetracyclines,7.01,ng/L,2020,N55
surface water,Jilin,Ciprofloxacin,Fluoroquinolones,11.2,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Jilin,Enrofloxacin,Fluoroquinolones,23.7,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Jilin,Erythromycin,Macrolides,103.2,ng/L,2015,CAND_JILIN_LIAO_2016
surface water,Jilin,Norfloxacin,Fluoroquinolones,35.8,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Jilin,Ofloxacin,Fluoroquinolones,53.4,ng/L,2015,CAND_JILIN_LIAO_2016
surface water,Jilin,Oxytetracycline,Tetracyclines,174.9,ng/L,2015,CAND_JILIN_LIAO_2016
surface water,Jilin,Roxithromycin,Macrolides,48.2,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Jilin,Sulfadiazine,Sulfonamides,0.9,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Jilin,Sulfamerazine,Sulfonamides,4.4,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Jilin,Sulfamethoxazole,Sulfonamides,20.1,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Jilin,Tetracycline,Tetracyclines,12.2,ng/L,2015,NEW_JILIN_DONG_2016
surface water,Ningxia,Ciprofloxacin,Fluoroquinolones,7.28,ng/L,2023,NEW_NINGXIA_LIU_2026
surface water,Ningxia,Enrofloxacin,Fluoroquinolones,7.35,ng/L,2023,NEW_NINGXIA_LIU_2026
surface water,Ningxia,Tylosin,Macrolides,12.9,ng/L,2023,NEW_NINGXIA_LIU_2026
surface water,Qinghai,Azithromycin,Macrolides,173.81,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Chlortetracycline,Tetracyclines,5.4,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Ciprofloxacin,Fluoroquinolones,16,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Difloxacin,Fluoroquinolones,6.92,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Doxycycline,Tetracyclines,2.22,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Enrofloxacin,Fluoroquinolones,4.63,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Erythromycin,Macrolides,9.24,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Fleroxacin,Fluoroquinolones,4.07,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Lomefloxacin,Fluoroquinolones,2.36,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Norfloxacin,Fluoroquinolones,56.98,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Ofloxacin,Fluoroquinolones,180.21,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Oxytetracycline,Tetracyclines,4.91,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Roxithromycin,Macrolides,1.62,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Tetracycline,Tetracyclines,5.38,ng/L,2022,CAND_QINGHAI_2023
surface water,Qinghai,Tylosin,Macrolides,8.64,ng/L,2022,CAND_QINGHAI_2023
surface water,Shaanxi,Azithromycin,Macrolides,31.395,ng/L,2021,N84
surface water,Shaanxi,Clarithromycin,Macrolides,16.575,ng/L,2021,N84
surface water,Shaanxi,Erythromycin,Macrolides,18.815,ng/L,2021,N84
surface water,Shaanxi,Roxithromycin,Macrolides,27.955,ng/L,2021,N84
surface water,Shaanxi,Spiramycin,Macrolides,22.009999999999998,ng/L,2021,N84
surface water,Shandong,Azithromycin,Macrolides,2.52,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Chlortetracycline,Tetracyclines,4.45,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Ciprofloxacin,Fluoroquinolones,0.02,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Clarithromycin,Macrolides,5.32,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Enoxacin,Fluoroquinolones,2.67,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Enrofloxacin,Fluoroquinolones,2.97,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Norfloxacin,Fluoroquinolones,2.6750000000000003,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Ofloxacin,Fluoroquinolones,21.48,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Roxithromycin,Macrolides,14.57,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Sulfachloropyridazine,Sulfonamides,0.19,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Sulfadiazine,Sulfonamides,0.58,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Sulfadoxine,Sulfonamides,1.99,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Sulfamerazine,Sulfonamides,0.35,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Sulfamethoxazole,Sulfonamides,12.52,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Sulfaquinoxaline,Sulfonamides,0.04,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Sulfathiazole,Sulfonamides,0.08,ng/L,NA,CAND_XIAOQING_2022
surface water,Shandong,Trimethoprim,Diaminopyrimidines,4.17,ng/L,NA,CAND_XIAOQING_2022
surface water,Shanxi,Azithromycin,Macrolides,97.33,ng/L,2022,N36
surface water,Shanxi,Tetracycline,Tetracyclines,413.6,ng/L,2022,N36
