sample_type,province,antibiotic,median_concentration,sam_Y,pub_id,pub_full,lod_est
sediments,Anhui,Sulfadoxine,0.05,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2022).",0.05
sediments,Anhui,Sulfamethazine,0.18,2019,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2104).",0.019
sediments,Anhui,Sulfamethoxazole,0.255,2018,35,"Lyu, K. et al. Determination of 14 antibiotics in water and sediment by SPE-RRLC-MS/MS. Huanjing Huaxue-Environmental Chemistry 38, 2415-2424, doi:10.7524/j.issn.0254-6108.2018122904 (2019).",0.0295
sediments,Anhui,Sulfamonomethoxine,0.27,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2025).",0.27
sediments,Anhui,Sulfapyridine,0.08,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2026).",0.08
sediments,Anhui,Sulfathiazole,0.02,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2028).",0.02
sediments,Anhui,Sulfisoxazole,0.07,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2029).",0.07
sediments,Anhui,Tetracycline,0.019,2019,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2108).",0.019
sediments,Anhui,Trimethoprim,0.1,2019,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2115).",0.02
sediments,Anhui,Tylosin,0.14,2016,132,"Zhou, L.-J. et al. Trends in the occurrence and risk assessment of antibiotics in shallow lakes in the lower-middle reaches of the Yangtze River basin, China. Ecotoxicology and Environmental Safety 183 (2048).",0.14
sediments,Beijing,Chlortetracycline,10.2,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2023).",10.2
sediments,Beijing,Ciprofloxacin,28,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2029).",28
sediments,Beijing,Enrofloxacin,3.28,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2027).",0.06
sediments,Beijing,Erythromycin,2.97,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2021).",2.97
sediments,Beijing,Lomefloxacin,4.14,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2028).",4.14
sediments,Beijing,Norfloxacin,12.694999999999999,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2030).",8.689999999999998
sediments,Beijing,Ofloxacin,4.305,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2026).",1.64
sediments,Beijing,Oxytetracycline,21.22,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2024).",12
sediments,Beijing,Roxithromycin,4.7635000000000005,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2020).",0.64
sediments,Beijing,Sulfachloropyridazine,0.06,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2031).",0.06
sediments,Beijing,Sulfadiazine,0.8,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2034).",0.53
sediments,Beijing,Sulfadimethoxine,0.08999999999999998,2014,173,"Zhang, C., Tang, J., Wang, L., Gao, X. & He, X. Occurrence of Antibiotics in Water and Sediment from Zizhuyuan Lake. Polish Journal of Environmental Studies 24, 1831-1836, doi:10.15244/pjoes/37758 (2027).",0.08999999999999998
sediments,Beijing,Sulfamethazine,0.17,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2032).",0.03
sediments,Beijing,Sulfamethoxazole,1.4,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2033).",0.04
sediments,Beijing,Sulfapyridine,0.04,2014,173,"Zhang, C., Tang, J., Wang, L., Gao, X. & He, X. Occurrence of Antibiotics in Water and Sediment from Zizhuyuan Lake. Polish Journal of Environmental Studies 24, 1831-1836, doi:10.15244/pjoes/37758 (2026).",0.04
sediments,Beijing,Sulfisoxazole,0.36,2014,173,"Zhang, C., Tang, J., Wang, L., Gao, X. & He, X. Occurrence of Antibiotics in Water and Sediment from Zizhuyuan Lake. Polish Journal of Environmental Studies 24, 1831-1836, doi:10.15244/pjoes/37758 (2025).",0.36
sediments,Beijing,Tetracycline,8.029999999999998,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2025).",5.16
sediments,Beijing,Trimethoprim,7.08,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2035).",7.08
sediments,Beijing,Tylosin,0.34,2017,78,"Zhang, Y., Chen, H., Jing, L. & Teng, Y. Ecotoxicological risk assessment and source apportionment of antibiotics in the waters and sediments of a peri-urban river. Sci Total Environ 731, 139128, doi:10.1016/j.scitotenv.2020.139128 (2022).",0.34
sediments,Chongqing,Chlortetracycline,96.68,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2026).",2.46
sediments,Chongqing,Ciprofloxacin,5.32,2018,70,"Wang, G. et al. Occurrence, distribution, and source track of antibiotics and antibiotic resistance genes in the main rivers of Chongqing city, southwest China. Journal of Hazardous Materials 389 (2043).",5.32
sediments,Chongqing,Doxycycline,10.4,2015,149,"Yan, M., Xu, C., Huang, Y., Nie, H. & Wang, J. Tetracyclines, sulfonamides and quinolones and their corresponding resistance genes in the Three Gorges Reservoir, China. Science of the Total Environment 631-632 (2033).",10.4
sediments,Chongqing,Enrofloxacin,32.48,2018,70,"Wang, G. et al. Occurrence, distribution, and source track of antibiotics and antibiotic resistance genes in the main rivers of Chongqing city, southwest China. Journal of Hazardous Materials 389 (2028).",3.73
sediments,Chongqing,Erythromycin,68.515,2018,70,"Wang, G. et al. Occurrence, distribution, and source track of antibiotics and antibiotic resistance genes in the main rivers of Chongqing city, southwest China. Journal of Hazardous Materials 389 (2032).",5.74
sediments,Chongqing,Norfloxacin,40.1,2018,70,"Wang, G. et al. Occurrence, distribution, and source track of antibiotics and antibiotic resistance genes in the main rivers of Chongqing city, southwest China. Journal of Hazardous Materials 389 (2027).",7.11
sediments,Chongqing,Ofloxacin,148.99,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2027).",3.58
sediments,Chongqing,Oxytetracycline,5.57,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2025).",1.7
sediments,Chongqing,Roxithromycin,1.86,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2028).",1.24
sediments,Chongqing,Sulfadiazine,54.78,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2022).",18.36
sediments,Chongqing,Sulfamerazine,14.9,2018,70,"Wang, G. et al. Occurrence, distribution, and source track of antibiotics and antibiotic resistance genes in the main rivers of Chongqing city, southwest China. Journal of Hazardous Materials 389 (2022).",14.9
sediments,Chongqing,Sulfamethazine,22.505000000000003,2018,70,"Wang, G. et al. Occurrence, distribution, and source track of antibiotics and antibiotic resistance genes in the main rivers of Chongqing city, southwest China. Journal of Hazardous Materials 389 (2023).",1.37
sediments,Chongqing,Sulfamethoxazole,9.56,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2021).",1.09
sediments,Chongqing,Sulfapyridine,0.79,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2020).",0.79
sediments,Chongqing,Sulfathiazole,2.65,2018,70,"Wang, G. et al. Occurrence, distribution, and source track of antibiotics and antibiotic resistance genes in the main rivers of Chongqing city, southwest China. Journal of Hazardous Materials 389 (2021).",0.33
sediments,Chongqing,Tetracycline,12.81,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2024).",2.73
sediments,Chongqing,Trimethoprim,80.7,2017,63,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2023).",9.1
sediments,Fujian,Chloramphenicol,1.1,2017,69,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2117).",1.1
sediments,Fujian,Chlortetracycline,4.6937500000000005,2010,15,"Zhang, D., Lin, L., Luo, Z., Yan, C. & Zhang, X. Occurrence of selected antibiotics in Jiulongjiang River in various seasons, South China. Journal of environmental monitoring : JEM 13 (2019)",0.42
sediments,Fujian,Ciprofloxacin,10.25,2019,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2184).",1.02625
sediments,Fujian,Doxycycline,5.051250000000001,2013,164,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2026).",0.7625
sediments,Fujian,Enrofloxacin,5.199999999999999,2019,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2182).",0.2
sediments,Fujian,Erythromycin,0.28875,2019,58,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2186).",0.1
sediments,Fujian,Florfenicol,11.8,2017,69,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2116).",11.8
