reference_number,source_dataset,full_reference_name,article_link,place_in_article_data_extracted_from,province,location,sample_type,matrix,sample_year,season,antibiotic,group_of_antibiotic,unit_raw,mean_raw,max_raw,conversion_factor,unit_converted,mean_converted,max_converted,flag_codes,flag_reasons,suggested_unit_note
200,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhou, L.-J. et al. Excretion masses and environmental occurrence of antibiotics in typical swine and dairy cattle farms in China. Science of the Total Environment 444 (2013).",https://scholar.google.com/scholar?q=Excretion+masses+and+environmental+occurrence+of+antibiotics+in+typical+swine+and+dairy+cattle+farms+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Guangxi,"Yulin, Bobai County",soil,soil,2010,winter,Chlortetracycline,tetracyclines,g/kg dw,12900,NA,1000000,ng/g dw,12900000000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12900000 ng/g dw; if µg/kg not g/kg, mean would be 12900 ng/g dw; if ng/g not g/kg, mean would be 12900 ng/g dw"
223,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, D. et al. Determination and fate of oxytetracycline and related compounds in oxytetracycline production wastewater and the receiving river. Environmental Toxicology and Chemistry 27, 80-86, doi:10.1897/07-080.1 (2008).",https://doi.org/10.1897/07-080.1,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,"Shijiazhuang, the Xiao River",sediment,sediment,2005,summer,_-apo-oxytetracycline,tetracyclines,g/kg dw,12566.67,15000,1000000,ng/g dw,12566670000,15000000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12570000 ng/g dw; if µg/kg not g/kg, mean would be 12570 ng/g dw; if ng/g not g/kg, mean would be 12570 ng/g dw"
223,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, D. et al. Determination and fate of oxytetracycline and related compounds in oxytetracycline production wastewater and the receiving river. Environmental Toxicology and Chemistry 27, 80-86, doi:10.1897/07-080.1 (2008).",https://doi.org/10.1897/07-080.1,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,"Shijiazhuang, the Xiao River",sediment,sediment,2005,spring,_-apo-oxytetracycline,tetracyclines,g/kg dw,12100,14200,1000000,ng/g dw,12100000000,14200000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12100000 ng/g dw; if µg/kg not g/kg, mean would be 12100 ng/g dw; if ng/g not g/kg, mean would be 12100 ng/g dw"
160,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, L. et al. Occurrence of antibiotics in eight sewage treatment plants in Beijing, China. Chemosphere 86, 665-671, doi:10.1016/j.chemosphere.2011.11.019 (2012).",https://doi.org/10.1016/j.chemosphere.2011.11.019,Zhang 2022 supplementary dataset (Sheet7 record),Beijing,Beijing,municipal sludge,sludge,2008,NA,Ofloxacin,fluoroquinolones,g/kg dw,11000,21000,1000000,ng/g dw,11000000000,21000000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1.1e+07 ng/g dw; if µg/kg not g/kg, mean would be 11000 ng/g dw; if ng/g not g/kg, mean would be 11000 ng/g dw"
223,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, D. et al. Determination and fate of oxytetracycline and related compounds in oxytetracycline production wastewater and the receiving river. Environmental Toxicology and Chemistry 27, 80-86, doi:10.1897/07-080.1 (2008).",https://doi.org/10.1897/07-080.1,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,"Shijiazhuang, the Xiao River",sediment,sediment,2005,summer,Epioxytetracycline,tetracyclines,g/kg dw,10400,14200,1000000,ng/g dw,10400000000,14200000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 10400000 ng/g dw; if µg/kg not g/kg, mean would be 10400 ng/g dw; if ng/g not g/kg, mean would be 10400 ng/g dw"
16,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Peng, X. et al. Distribution pattern, behavior, and fate of antibacterials in urban aquatic environments in South China. J Environ Monit 13, 446-454, doi:10.1039/c0em00394h (2011).",https://doi.org/10.1039/c0em00394h,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Guangzhou,municipal sludge,sludge,2008,NA,Ofloxacin,fluoroquinolones,g/kg dw,9550.5,17740,1000000,ng/g dw,9550500000,17740000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 9550000 ng/g dw; if µg/kg not g/kg, mean would be 9550 ng/g dw; if ng/g not g/kg, mean would be 9550 ng/g dw"
223,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, D. et al. Determination and fate of oxytetracycline and related compounds in oxytetracycline production wastewater and the receiving river. Environmental Toxicology and Chemistry 27, 80-86, doi:10.1897/07-080.1 (2008).",https://doi.org/10.1897/07-080.1,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,"Shijiazhuang, the Xiao River",sediment,sediment,2004,winter,_-apo-oxytetracycline,tetracyclines,g/kg dw,8843.33,9430,1000000,ng/g dw,8843330000,9430000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 8843000 ng/g dw; if µg/kg not g/kg, mean would be 8843 ng/g dw; if ng/g not g/kg, mean would be 8843 ng/g dw"
172,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yuan, X., Qiang, Z., Ben, W., Zhu, B. & Qu, J. Distribution, mass load and environmental impact of multiple-class pharmaceuticals in conventional and upgraded municipal wastewater treatment plants in East China. Environmental Science-Processes & Impacts 17, 596-605, doi:10.1039/c4em00596a (2015).",https://doi.org/10.1039/c4em00596a,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Wuxi,municipal sludge,sludge,2013,autumn,Ofloxacin,fluoroquinolones,g/kg dw,8827.6,12127.2,1000000,ng/g dw,8827600000,12127200000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 8828000 ng/g dw; if µg/kg not g/kg, mean would be 8828 ng/g dw; if ng/g not g/kg, mean would be 8828 ng/g dw"
183,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Chentaizi Drainage River,sediment,sediment,2008,winter,Norfloxacin,fluoroquinolones,g/kg dw,7608.7,NA,1000000,ng/g dw,7608700000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 7609000 ng/g dw; if µg/kg not g/kg, mean would be 7609 ng/g dw; if ng/g not g/kg, mean would be 7609 ng/g dw"
130,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Lang, H. et al. Impact of coastal environmental factors on quinolone distribution in intertidal surface sediments of the Bohai Sea and Yellow Sea, China. Water Sci. Technol. Water Supply 19, 482-491, doi:10.2166/ws.2018.093 (2019).",https://doi.org/10.2166/ws.2018.093,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Yellow Sea & Bohai Sea,sediment,sediment,NA,NA,Ofloxacin,fluoroquinolones,g/kg dw,7600,16000,1000000,ng/g dw,7600000000,16000000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 7600000 ng/g dw; if µg/kg not g/kg, mean would be 7600 ng/g dw; if ng/g not g/kg, mean would be 7600 ng/g dw"
83,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, C. et al. Effects of wastewater treatment and manure application on the dissemination of antimicrobial resistance around swine feedlots. J. Clean. Prod. 280, doi:10.1016/j.jclepro.2020.123794 (2021).",https://doi.org/10.1016/j.jclepro.2020.123794,Zhang 2022 supplementary dataset (Sheet7 record),Hainan,"Haikou, Longhua district",soil,soil,NA,NA,Oxytetracycline,tetracyclines,g/kg dw,7580,NA,1000000,ng/g dw,7580000000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 7580000 ng/g dw; if µg/kg not g/kg, mean would be 7580 ng/g dw; if ng/g not g/kg, mean would be 7580 ng/g dw"
16,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Peng, X. et al. Distribution pattern, behavior, and fate of antibacterials in urban aquatic environments in South China. J Environ Monit 13, 446-454, doi:10.1039/c0em00394h (2011).",https://doi.org/10.1039/c0em00394h,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Guangzhou,municipal sludge,sludge,2008,NA,Norfloxacin,tetracyclines,g/kg dw,7325.5,13684,1000000,ng/g dw,7325500000,13684000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 7326000 ng/g dw; if µg/kg not g/kg, mean would be 7326 ng/g dw; if ng/g not g/kg, mean would be 7326 ng/g dw"
130,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Lang, H. et al. Impact of coastal environmental factors on quinolone distribution in intertidal surface sediments of the Bohai Sea and Yellow Sea, China. Water Sci. Technol. Water Supply 19, 482-491, doi:10.2166/ws.2018.093 (2019).",https://doi.org/10.2166/ws.2018.093,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Yellow Sea & Bohai Sea,sediment,sediment,NA,NA,Norfloxacin,fluoroquinolones,g/kg dw,7000,7000,1000000,ng/g dw,7000000000,7000000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 7e+06 ng/g dw; if µg/kg not g/kg, mean would be 7000 ng/g dw; if ng/g not g/kg, mean would be 7000 ng/g dw"
172,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yuan, X., Qiang, Z., Ben, W., Zhu, B. & Qu, J. Distribution, mass load and environmental impact of multiple-class pharmaceuticals in conventional and upgraded municipal wastewater treatment plants in East China. Environmental Science-Processes & Impacts 17, 596-605, doi:10.1039/c4em00596a (2015).",https://doi.org/10.1039/c4em00596a,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Wuxi,municipal sludge,sludge,2013,autumn,Azithromycin,macrolides,g/kg dw,6890.95,8466.4,1000000,ng/g dw,6890950000,8466400000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 6891000 ng/g dw; if µg/kg not g/kg, mean would be 6891 ng/g dw; if ng/g not g/kg, mean would be 6891 ng/g dw"
183,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Chentaizi Drainage River,sediment,sediment,2010,autumn,Norfloxacin,fluoroquinolones,g/kg dw,6689.7,NA,1000000,ng/g dw,6689700000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 6690000 ng/g dw; if µg/kg not g/kg, mean would be 6690 ng/g dw; if ng/g not g/kg, mean would be 6690 ng/g dw"
155,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, M. et al. Occurrence, fate and mass loadings of antibiotics in two swine wastewater treatment systems. Sci Total Environ 639, 1421-1431, doi:10.1016/j.scitotenv.2018.05.230 (2018).",https://doi.org/10.1016/j.scitotenv.2018.05.230,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Yunfu, Xinxing County",municipal sludge,sludge,2016,summer,Doxycycline,tetracyclines,g/kg dw,6245,NA,1000000,ng/g dw,6245000000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 6245000 ng/g dw; if µg/kg not g/kg, mean would be 6245 ng/g dw; if ng/g not g/kg, mean would be 6245 ng/g dw"
155,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, M. et al. Occurrence, fate and mass loadings of antibiotics in two swine wastewater treatment systems. Sci Total Environ 639, 1421-1431, doi:10.1016/j.scitotenv.2018.05.230 (2018).",https://doi.org/10.1016/j.scitotenv.2018.05.230,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Yunfu, Xinxing County",municipal sludge,sludge,2016,autumn,Doxycycline,tetracyclines,g/kg dw,6075,NA,1000000,ng/g dw,6075000000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 6075000 ng/g dw; if µg/kg not g/kg, mean would be 6075 ng/g dw; if ng/g not g/kg, mean would be 6075 ng/g dw"
218,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yuan, X., Qiang, Z., Ben, W., Zhu, B. & Liu, J. Rapid detection of multiple class pharmaceuticals in both municipal wastewater and sludge with ultra high performance liquid chromatography tandem mass spectrometry. Journal of Environmental Sciences 26, 1949-1959, doi:10.1016/j.jes.2014.06.022 (2014).",https://doi.org/10.1016/j.jes.2014.06.022,Zhang 2022 supplementary dataset (Sheet7 record),Beijing,Beijing,municipal sludge,sludge,NA,NA,Ofloxacin,fluoroquinolones,g/kg dw,6029.07,NA,1000000,ng/g dw,6029070000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 6029000 ng/g dw; if µg/kg not g/kg, mean would be 6029 ng/g dw; if ng/g not g/kg, mean would be 6029 ng/g dw"
190,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhou, L.-J. et al. Simultaneous determination of human and veterinary antibiotics in various environmental matrices by rapid resolution liquid chromatographyelectrospray ionization tandem mass spectrometry. Journal of Chromatography A 1244 (2012).",https://scholar.google.com/scholar?q=Simultaneous+determination+of+human+and+veterinary+antibiotics+in+various+environmental+matrices+by+rapid+resolution+liquid+chromatography%EF%BF%BDelectrospra,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Huizhou, Huiyang district, Huiyang wastewater treatment plants",municipal sludge,sludge,2010,autumn,Ofloxacin,fluoroquinolones,g/kg dw,5800,NA,1000000,ng/g dw,5800000000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 5800000 ng/g dw; if µg/kg not g/kg, mean would be 5800 ng/g dw; if ng/g not g/kg, mean would be 5800 ng/g dw"
16,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Peng, X. et al. Distribution pattern, behavior, and fate of antibacterials in urban aquatic environments in South China. J Environ Monit 13, 446-454, doi:10.1039/c0em00394h (2011).",https://doi.org/10.1039/c0em00394h,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Guangzhou,municipal sludge,sludge,2008,NA,Ciprofloxacin,tetracyclines,g/kg dw,5753,10921,1000000,ng/g dw,5753000000,10921000000,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 5753000 ng/g dw; if µg/kg not g/kg, mean would be 5753 ng/g dw; if ng/g not g/kg, mean would be 5753 ng/g dw"
190,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhou, L.-J. et al. Simultaneous determination of human and veterinary antibiotics in various environmental matrices by rapid resolution liquid chromatographyelectrospray ionization tandem mass spectrometry. Journal of Chromatography A 1244 (2012).",https://scholar.google.com/scholar?q=Simultaneous+determination+of+human+and+veterinary+antibiotics+in+various+environmental+matrices+by+rapid+resolution+liquid+chromatography%EF%BF%BDelectrospra,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Huizhou, Huiyang district, Huiyang wastewater treatment plants",municipal sludge,sludge,2010,autumn,Norfloxacin,fluoroquinolones,g/kg dw,5610,NA,1000000,ng/g dw,5610000000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 5610000 ng/g dw; if µg/kg not g/kg, mean would be 5610 ng/g dw; if ng/g not g/kg, mean would be 5610 ng/g dw"
181,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Jia, A., Wan, Y., Xiao, Y. & Hu, J. Occurrence and fate of quinolone and fluoroquinolone antibiotics in a municipal sewage treatment plant. Water Res 46, 387-394, doi:10.1016/j.watres.2011.10.055 (2012).",https://doi.org/10.1016/j.watres.2011.10.055,Zhang 2022 supplementary dataset (Sheet7 record),Beijing,"Beijing, Haidian district, Qinghe sewage treatment plant",municipal sludge,sludge,2008,summer,Ofloxacin,fluoroquinolones,g/kg dw,5548.75,NA,1000000,ng/g dw,5548750000,NA,extreme_converted;high_converted;implausible_g_per_kg;large_value_high_factor;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Raw value > 1000 combined with g/kg or mg/L scale factor (1e6); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 5549000 ng/g dw; if µg/kg not g/kg, mean would be 5549 ng/g dw; if ng/g not g/kg, mean would be 5549 ng/g dw"
