province,metric,value,unit
Liaoning,E07_05_Land_Appreciation_Tax,71.87,100_million_yuan
Liaoning,E07_05_Tax_on_Vehicles_and_Boat_Operation,51.54,100_million_yuan
Liaoning,E07_05_Farm_Land_Occupation_Tax,14.18,100_million_yuan
Liaoning,E07_05_Deed_Tax,105.48,100_million_yuan
Liaoning,E07_05_Tobacco_Leaf_Tax,0.48,100_million_yuan
Liaoning,E07_05_Environment_Protection_Tax,8.79,100_million_yuan
Liaoning,E07_05_Other_Tax_Revenue,0.64,100_million_yuan
Liaoning,E07_05_Non_Tax_Revenue,1068.25,100_million_yuan
Liaoning,E07_05_Special_Program_Receipts,145.2,100_million_yuan
Liaoning,E07_05_Charge_of_Administrative_and_Institutional_Units,95.6,100_million_yuan
Liaoning,E07_05_Penalty_Receipts,283.66,100_million_yuan
Liaoning,E07_05_Operating_Income_from_Government_Capital,10.8,100_million_yuan
Liaoning,E07_05_Income_from_Use_of_State_owned_Resources_Assets,460.85,100_million_yuan
Liaoning,E07_05_Other_Revenue,72.13,100_million_yuan
Liaoning,E07_06_General_Public_Budget_Expenditure,6860.03,100_million_yuan
Liaoning,E07_06_Expenditure_for_General_Public_Services,477.34,100_million_yuan
Liaoning,E07_06_Expenditure_for_Foreign_Affairs,NA,100_million_yuan
Liaoning,E07_06_Expenditure_for_National_Defense,6.95,100_million_yuan
Liaoning,E07_06_Expenditure_for_Public_Security,379.68,100_million_yuan
Liaoning,E07_06_Expenditure_for_Education,740.91,100_million_yuan
Liaoning,E07_06_Expenditure_for_Science_and_Technology,79.86,100_million_yuan
Liaoning,E07_06_Expenditure_for_Culture_Tourism_Sport_and_Media,88.2,100_million_yuan
Liaoning,E07_06_Expenditure_for_Social_Security_and_Employment,2095.1,100_million_yuan
Liaoning,E07_06_Expenditure_for_Health_Care,449.28,100_million_yuan
Liaoning,E07_06_Expenditure_for_Energy_Conservation_and_Environment_Protection,101.11,100_million_yuan
Liaoning,E07_06_Expenditure_for_Urban_and_Rural_Community_Affairs,639.95,100_million_yuan
Liaoning,E07_06_Expenditure_for_Agriculture_Forestry_and_Water_Conservancy,514.66,100_million_yuan
Liaoning,E07_06_Expenditure_for_Transportation,211.87,100_million_yuan
Liaoning,E07_06_Expenditure_for_Resource_Exploration_and_Industrial_Information,241.34,100_million_yuan
Liaoning,E07_06_Expenditure_for_Commerce_and_Services,40.46,100_million_yuan
Liaoning,E07_06_Expenditure_for_Financial_Affairs,116.32,100_million_yuan
Liaoning,E07_06_Expenditure_for_Assistance_to_Other_Regions,12.54,100_million_yuan
Liaoning,E07_06_Expenditure_for_Nature_Resources_Ocean_and_Weather,67.66,100_million_yuan
Liaoning,E07_06_Expenditure_for_Housing_Security,222.67,100_million_yuan
Liaoning,E07_06_Expenditure_for_Reserve_of_Grain_Oil_and_Other_Materials,17.89,100_million_yuan
Liaoning,E07_06_Expenditure_for_Prevention_of_Disasters_and_Emergency_Management,60.56,100_million_yuan
Liaoning,E07_06_Expenditure_for_Interest_Payments_on_Debts,247.14,100_million_yuan
Liaoning,E07_06_Expenditure_for_Issuing_Debts,0.84,100_million_yuan
Liaoning,E07_06_Other_Expenditure,47.68,100_million_yuan
Liaoning,E18_22_Premium_of_Primary_Insurance_Subtotal,1224.7,100_million_yuan
Liaoning,E18_22_Premium_of_Primary_Insurance_Property_Insurance,348.74,100_million_yuan
Liaoning,E18_22_Premium_of_Primary_Insurance_Life_Insurance,875.96,100_million_yuan
Liaoning,E18_22_Claim_Payment_Subtotal,540.38,100_million_yuan
Liaoning,E18_22_Claim_Payment_Property_Insurance,252.81,100_million_yuan
Liaoning,E18_22_Claim_Payment_Life_Insurance,287.57,100_million_yuan
Liaoning,E20_07_Full_time_Equivalent_of_R_and_D_Personnel,72910,man_year
Liaoning,E20_07_Expenditure_on_R_and_D,4214636,10000_yuan
Liaoning,E20_07_Number_of_Patent_Applications,23538,piece
Liaoning,E20_07_Patent_Applications_Inventions,9214,piece
Liaoning,E20_07_Number_of_Effective_Inventions,42139,piece
Liaoning,E20_10_Projects_for_New_Products_Development,18341,counts
Liaoning,E20_10_Expenditure_on_New_Products_Development,4394500,10000_yuan
Liaoning,E20_10_Sales_Revenue_of_New_Products,50911199,10000_yuan
Liaoning,E20_10_Exports,6394568,10000_yuan
Liaoning,E20_20_Applications_Total,105838,piece
Liaoning,E20_20_Applications_Inventions,27554,piece
Liaoning,E20_20_Applications_Utility_Models,71295,piece
Liaoning,E20_20_Applications_Appearance_Designs,6989,piece
Liaoning,E20_20_Authorizations_Total,68027,piece
Liaoning,E20_20_Authorizations_Inventions,16852,piece
Liaoning,E20_20_Authorizations_Utility_Models,46522,piece
Liaoning,E20_20_Authorizations_Appearance_Designs,4653,piece
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2017,3858317,10000_yuan
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2018,4744910,10000_yuan
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2019,5575904,10000_yuan
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2020,6328126,10000_yuan
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2021,7551240,10000_yuan
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2022,9713459,10000_yuan
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2023,12890739,10000_yuan
Liaoning,E20_26_Transaction_Value_in_Technical_Markets_2024,15176803,10000_yuan
Liaoning,E20_28_Topographic_Maps,63,counts
Liaoning,E20_28_Topographic_Maps_1_to_10000_scale,63,counts
Liaoning,E20_28_Topographic_Maps_1_to_50000_scale,NA,counts
Liaoning,E20_28_Surveying_and_Mapping_Datum_Product,3757,point
Liaoning,E20_28_Aerial_Photograph,NA,GB
Liaoning,E20_29_National_Seismic_Stations,NA,counts
Liaoning,E20_29_Provincial_Seismic_Stations,1,counts
Liaoning,E20_29_Central_Stations,6,counts
Liaoning,E20_29_General_Monitoring_Stations_Seismic_Basic_Stations_Seismic_Observation,80,counts
Liaoning,E20_29_General_Monitoring_Stations_Seismic_Basic_Stations_Strong_Earthquake_Observation,73,counts
Liaoning,E20_29_General_Monitoring_Stations_Seismic_Basic_Stations_Earthquake_Intensity_Observation,937,counts
Liaoning,E20_29_General_Monitoring_Stations_Geophysical_GNSS_Observation,22,counts
Liaoning,E20_29_General_Monitoring_Stations_Geophysical_Gravity_Observation,3,counts
Liaoning,E20_29_General_Monitoring_Stations_Geophysical_Geomagnetic_Observation,7,counts
Liaoning,E20_29_General_Monitoring_Stations_Geophysical_Sub_surface_Fluid_Observation,30,counts
Liaoning,E20_29_General_Monitoring_Stations_Geophysical_Fixed_Point_Deformation_Observation,25,counts
Liaoning,E20_29_General_Monitoring_Stations_Geophysical_Geo_electric_Observation,6,counts
Liaoning,E20_29_Municipality_County_Level_Stations,51,counts
Liaoning,E20_29_Enterprise_Stations,1,counts
Liaoning,E20_31_Surface_Meteorological_Ground_based_Observation_Stations,1953,counts
Liaoning,E20_31_Surface_Meteorological_Observation_and_Experimental_Base,5,counts
Liaoning,E20_31_Surface_Meteorological_Atmospheric_Composition_Observation,56,counts
Liaoning,E20_31_Surface_Meteorological_Applied_Meteorological_Observation,107,counts
Liaoning,E20_31_Surface_Meteorological_Lightning_and_GNSS_MET_Observation,64,counts
Liaoning,E20_31_Surface_Meteorological_Maritime_Meteorological_Observation,4,counts
Liaoning,E20_31_Upper_Air_Meteorological_Sounding_Observations,6,counts
Liaoning,E20_31_Upper_Air_Meteorological_Meteorological_Radar_Observations,12,counts
Liaoning,E20_31_Space_Meteorological_Observation_Satellite_Remote_Sensing_and_Space_Weather_Observation,4,counts
Liaoning,E20_31_Data_Volume_of_Meteorological_Data_Sharing_Service,92,GB
Liaoning,E20_33_Qualification_Rate_of_Products_2023,93.86,percent
Liaoning,E20_33_Qualification_Rate_of_Products_2024,94.09,percent
Liaoning,E22_01_Total,37137,counts
Liaoning,E22_01_Hospitals,1646,counts
Liaoning,E22_01_General_Hospitals,837,counts
Liaoning,E22_01_Traditional_Chinese_Medicine_Hospitals,252,counts
Liaoning,E22_01_Specialized_Hospitals,519,counts
Liaoning,E22_01_Health_Care_Institutions_at_Grass_root_Level,34973,counts
Liaoning,E22_01_Community_Health_Service_Centers_Stations,1508,counts
Liaoning,E22_01_Township_Health_Centers,987,counts
Liaoning,E22_01_Village_Clinics,16455,counts
Liaoning,E22_01_Outpatient_Departments,15996,counts
Liaoning,E22_01_Specialized_Public_Health_Institutions,363,counts
Liaoning,E22_01_Centers_for_Disease_Control,126,counts
Liaoning,E22_01_Specialized_Disease_Prevention_Treatment_Institutions,35,counts
Liaoning,E22_01_Maternal_and_Child_Care_Centers,103,counts
Liaoning,E22_01_Health_Inspection_Institutions_Centers,13,counts
Liaoning,E22_02_Health_Personnel,468205,person
Liaoning,E22_02_Health_Technical_Personnel,382578,person
Liaoning,E22_02_Licensed_Assistant_Physicians,151101,person
Liaoning,E22_02_Licensed_Physicians,136223,person
Liaoning,E22_02_Registered_Nurses,178835,person
Liaoning,E22_02_Pharmacists,15322,person
Liaoning,E22_02_Village_Doctors_and_Assistants,13585,person
Liaoning,E22_02_Other_Technical_Personnel,19418,person
Liaoning,E22_02_Administrative_Staffs,17760,person
Liaoning,E22_02_Logistics_Technical_Workers,34864,person
Liaoning,E22_03_Health_Technical_Personnel_Total,9.21,person
Liaoning,E22_03_Health_Technical_Personnel_Urban,11.25,person
Liaoning,E22_03_Health_Technical_Personnel_Rural,6.2,person
Liaoning,E22_03_Licensed_Assistant_Physicians_Total,3.64,person
Liaoning,E22_03_Licensed_Assistant_Physicians_Urban,4.37,person
Liaoning,E22_03_Licensed_Assistant_Physicians_Rural,2.55,person
Liaoning,E22_03_Registered_Nurses_Total,4.3,person
Liaoning,E22_03_Registered_Nurses_Urban,5.4,person
Liaoning,E22_03_Registered_Nurses_Rural,2.69,person
Liaoning,E22_04_Village_Clinics,16455,counts
Liaoning,E22_04_Village_run,7877,counts
Liaoning,E22_04_Outlets_of_Township_Health_Centers,410,counts
Liaoning,E22_04_Joint_run,154,counts
Liaoning,E22_04_Private_run,6915,counts
Liaoning,E22_04_Others,1099,counts
Liaoning,E22_06_Total,33.77,10000_beds
Liaoning,E22_06_Hospitals,29.92,10000_beds
Liaoning,E22_06_Health_Care_Institutions_at_Grass_root_Level,3.39,10000_beds
Liaoning,E22_06_Community_Health_Service_Centers_Stations,0.67,10000_beds
Liaoning,E22_06_Township_Health_Centers,2.66,10000_beds
Liaoning,E22_06_Specialized_Public_Health_Institutions,0.27,10000_beds
Liaoning,E22_06_Maternal_and_Children_Care_Centers,0.19,10000_beds
Liaoning,E22_06_Specialized_Disease_Prevention_Treatment_Institutions,0.06,10000_beds
Liaoning,E22_07_Beds_Total,337674,bed
Liaoning,E22_07_Beds_Urban,223466,bed
Liaoning,E22_07_Beds_Rural,114208,bed
Liaoning,E22_07_Beds_per_1000_Population_Total,8.13,bed
Liaoning,E22_07_Beds_per_1000_Population_Urban,9.04,bed
Liaoning,E22_07_Beds_per_1000_Population_Rural,6.79,bed
Liaoning,E22_08_Working_Days_of_Hospital_Beds_Total,252.2,day_mixed
Liaoning,E22_08_Working_Days_Public_Hospitals,275.3,day_mixed
Liaoning,E22_08_Working_Days_Non_public_Hospitals,205.3,day_mixed
Liaoning,E22_08_Occupancy_Rate_Total,68.9,percent_mixed
Liaoning,E22_08_Occupancy_Rate_Public_Hospitals,75.2,percent_mixed
Liaoning,E22_08_Occupancy_Rate_Non_public_Hospitals,56.1,percent_mixed
Liaoning,E22_08_Average_Length_of_Stay_Total,9.2,day_mixed
Liaoning,E22_08_Average_Length_of_Stay_Public_Hospitals,8.8,day_mixed
Liaoning,E22_08_Average_Length_of_Stay_Non_public_Hospitals,10.6,day_mixed
Liaoning,E22_09_Visits,2.12,100_million_person_times_mixed
Liaoning,E22_09_Outpatient_and_Emergency_Visits,2.01,100_million_person_times_mixed
Liaoning,E22_09_Cases_in_Observation_Rooms_10000_cases,198.18,mixed
Liaoning,E22_09_Number_of_Health_Examinations,1153.18,10000_person_times_mixed
Liaoning,E22_09_Fatality_Rate_among_Emergency_Admissions,0.14,percent_mixed
Liaoning,E22_09_Fatality_Rate_in_Observation_Rooms,0.1,percent_mixed
Liaoning,E22_10_Inpatients,786.3,10000_person_times_mixed
Liaoning,E22_10_Patients_Discharged,781.3,10000_person_times_mixed
Liaoning,E22_10_Surgical_Operations_of_Inpatients,235.2,10000_person_times_mixed
Liaoning,E22_10_Fatality_Rate,1,percent_mixed
Liaoning,E22_10_Inpatients_per_100_Outpatient_and_Emergency_Visits_person_time,4.4,mixed
Liaoning,E22_11_Community_Health_Service_Centers_Visits,1998.1,10000_person_times_mixed
Liaoning,E22_11_Community_Health_Service_Centers_Daily_Visits_per_Physician_person_time,15.8,mixed
Liaoning,E22_11_Community_Health_Service_Stations_Visits,926.1,10000_person_times_mixed
Liaoning,E22_11_Community_Health_Service_Stations_Daily_Visits_per_Physician_person_time,11.8,mixed
Liaoning,E22_12_Visits_100_million,0.13,person_times
Liaoning,E22_12_Inpatients,20.9,10000_person_times
Liaoning,E22_12_Occupancy_Rate_of_Hospital_Beds,23.3,pct
Liaoning,E22_12_Average_Length_of_Stay_in_Hospital,7.6,day
Liaoning,E22_16_Visit_Rate_to_the_Newborn,96.8,pct
Liaoning,E22_16_System_Management_Rate_for_Children_under_3_Years_Old,94,pct
Liaoning,E22_16_Health_Management_Rate_for_Children_under_7_Years_Old,94.7,pct
Liaoning,E22_16_Coverage_Rate_of_Eye_Care_and_Vision_Examination_for_Children_Aged_0_6,93.3,pct
Liaoning,E22_17_Prenatal_Examination_Rate,98.4,pct
Liaoning,E22_17_Maternal_Systematic_Management_Rate,92,pct
Liaoning,E22_17_Card_Establishment_Rate_for_Maternal_Health,90.7,pct
Liaoning,E22_17_Institutional_Delivery_Rate,100,pct
Liaoning,E22_17_Postnatal_Visit_Rate,96.6,pct
Liaoning,E22_19_Number_of_Beds_of_Civil_Affairs_Institutions_with_Accommodations,21.68,10000_beds
Liaoning,E22_19_Elderly_Care_Institutions,21.13,10000_beds
Liaoning,E22_19_Child_Welfare_and_Assistance_Institutions,0.16,10000_beds
Liaoning,E22_19_Mental_Illness_Service_Institutions,NA,10000_beds
Liaoning,E22_19_Other_Institutions,0.38,10000_beds
Liaoning,E22_19_Elderly_Care_Beds_per_1000_Elderly_Population,18.7,bed
Liaoning,E22_20_Number_of_Orphans,2131,person
Liaoning,E22_20_Institutional_Rearing,601,person
Liaoning,E22_20_Family_Rearing,1530,person
Liaoning,E22_20_Number_of_Children_Adopted,39,person
Liaoning,E22_20_Children_Raised_in_Social_Welfare_Institutions,NA,person
Liaoning,E22_21_Number_of_Urban_Residents_Entitled_to_Minimum_Living_Allowance,24.5,10000_persons
Liaoning,E22_21_Number_of_Rural_Residents_Entitled_to_Minimum_Living_Allowance,59.2,10000_persons
Liaoning,E22_21_Rural_Households_in_Extreme_Difficulty_with_Centralized_Living_Arrangement,1.4,10000_persons
Liaoning,E22_21_Rural_Households_in_Extreme_Difficulty_with_Decentralized_Living_Arrangement,11.7,10000_persons
Liaoning,E22_22_Number_of_People_Subsidized_to_Participate_in_Basic_Medical_Insurance,117.2,10000_persons
Liaoning,E22_22_Outpatients_and_Inpatients_Receiving_Medical_Aid,316.9,10000_person_times
Liaoning,E22_22_Expenses_on_Subsidy_to_Participation_in_Basic_Medical_Insurance,47535.6,10000_yuan
Liaoning,E22_22_Expenses_on_Medical_Aid_for_Outpatients_and_Inpatients,114825.3,10000_yuan
Liaoning,E22_23_Social_Organizations,26511,counts
Liaoning,E22_23_Social_Groups,6951,counts
Liaoning,E22_23_Private_Non_Enterprise_Units,19452,counts
Liaoning,E22_23_Foundations,108,counts
Liaoning,E22_24_Total_Number_of_Marriage_Registration,14.95,10000_couples
Liaoning,E22_24_Mainland_Residents,14.86,10000_couples
Liaoning,E22_24_Involving_Foreigners_Overseas_Chinese_or_Residents_of_Hong_Kong_Macao_Taiwan,0.09,10000_couples
Liaoning,E22_24_First_Marriages,18.8,10000_persons
Liaoning,E22_24_Re_marriages,11.1,10000_persons
Liaoning,E22_24_Divorces,11.84,10000_couples
Liaoning,E22_24_Divorce_Rate,2.84,per_mille
Liaoning,E22_25_Welfare_Lottery_Issuing_Units,15,counts
Liaoning,E22_25_Sales_of_Welfare_Lottery,73.4,100_million_yuan
Liaoning,E22_25_Withdraws_of_Public_Welfare_Fund_from_Welfare_Lottery,22.2,100_million_yuan
Liaoning,E22_25_Expenditure_of_Public_Welfare_Fund_from_Welfare_Lottery,6.5,100_million_yuan
Liaoning,E24_23_Grassroot_Trade_Unions,6.2,10000_units
Liaoning,E24_23_Staff_and_Workers_Grassroot_Units_with_Established_Trade_Unions,1141.2,10000_persons
Liaoning,E24_23_Female_Staff_and_Workers_Grassroot_Units_with_Established_Trade_Unions,447.8,10000_persons
Liaoning,E24_23_Membership_Grassroot_Units_with_Established_Trade_Unions,1086.1,10000_persons
Liaoning,E24_23_Female_Membership_Grassroot_Units_with_Established_Trade_Unions,431.7,10000_persons
Liaoning,E24_23_Full_Time_Personnel_of_Trade_Unions,2.4,10000_persons
Liaoning,E24_26_Urban_Workers_Endowment_Insurance_Participants_at_Year_End,2180.2,10000_persons
Liaoning,E24_26_Urban_Workers_Endowment_Insurance_Workers,1263.9,10000_persons
Liaoning,E24_26_Urban_Workers_Endowment_Insurance_Retirees,916.4,10000_persons
Liaoning,E24_26_Urban_Workers_Endowment_Insurance_Revenue,3076,100_million_yuan
Liaoning,E24_26_Urban_Workers_Endowment_Insurance_Expenses,3924.3,100_million_yuan
Liaoning,E24_26_Urban_Workers_Endowment_Insurance_Balance_at_Year_End,359.5,100_million_yuan
Liaoning,E24_27_Urban_Rural_Residents_Endowment_Insurance_Participants_at_Year_End,1011.8,10000_persons
Liaoning,E24_27_Urban_Rural_Residents_Endowment_Insurance_People_Received_Pension,470.1,10000_persons
Liaoning,E24_27_Urban_Rural_Residents_Endowment_Insurance_Revenue,111.8,100_million_yuan
Liaoning,E24_27_Urban_Rural_Residents_Endowment_Insurance_Expenses,105.4,100_million_yuan
Liaoning,E24_27_Urban_Rural_Residents_Endowment_Insurance_Balance_at_Year_End,104.3,100_million_yuan
Liaoning,E24_28_Unemployment_Insurance_Participants_at_Year_End,680.5,10000_persons
Liaoning,E24_28_Beneficiaries_of_Unemployment_Insurance_Fund,23.9,10000_persons
Liaoning,E24_28_Unemployment_Insurance_Revenue,56.9,100_million_yuan
Liaoning,E24_28_Unemployment_Insurance_Expenses,73.7,100_million_yuan
Liaoning,E24_28_Unemployment_Insurance_Balance_at_Year_End,54.9,100_million_yuan
Liaoning,E24_29_Basic_Medical_Insurance_Participants_at_Year_End,3701.8,10000_persons
Liaoning,E24_29_Basic_Medical_Insurance_for_Workers,1591.7,10000_persons
Liaoning,E24_29_Basic_Medical_Insurance_Workers,866.3,10000_persons
Liaoning,E24_29_Basic_Medical_Insurance_Retirees,725.3,10000_persons
Liaoning,E24_29_Basic_Medical_Insurance_for_Urban_and_Rural_Residents,2110.1,10000_persons
Liaoning,E24_30_Basic_Medical_Insurance_Revenue_Total,996.7,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Revenue_Workers,729.8,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Revenue_Residents,266.9,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Expenses_Total,911.9,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Expenses_Workers,675.4,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Expenses_Residents,236.5,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Balance_at_Year_End_Total,1089.8,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Balance_at_Year_End_Workers,874.9,100_million_yuan
Liaoning,E24_30_Basic_Medical_Insurance_Balance_at_Year_End_Residents,215,100_million_yuan
Liaoning,E24_31_Work_Related_Injury_Insurance_Participants_at_Year_End,819.1,10000_persons
Liaoning,E24_31_Beneficiaries_of_Work_Related_Injury_Insurance,10.4,10000_persons
Liaoning,E24_31_Work_Related_Injury_Insurance_Revenue,47.6,100_million_yuan
Liaoning,E24_31_Work_Related_Injury_Insurance_Expenses,41.8,100_million_yuan
Liaoning,E24_31_Work_Related_Injury_Insurance_Balance_at_Year_End,73.4,100_million_yuan
Liaoning,E24_32_Birth_Insurance_Participants_at_Year_End,696,10000_persons
Liaoning,E24_32_Birth_Insurance_Expenses,34,100_million_yuan
Liaoning,E25_01_Total,14,counts
Liaoning,E25_01_10_million_and_over,NA,counts
Liaoning,E25_01_50_million_10_million,2,counts
Liaoning,E25_01_1_million_5_million,5,counts
Liaoning,E25_01_0_5_million_1_million,6,counts
Liaoning,E25_01_under_0_5_million,1,counts
Liaoning,E25_04_Urban_Area,13067.8,sq_km
Liaoning,E25_04_Area_of_Built_Districts,2815,sq_km
Liaoning,E25_04_Population_Density_of_Urban_Area,1847,persons_per_sq_km
Liaoning,E25_05_Production_Capacity_of_Tap_Water_Supply_year_end,1373.3,cu_m_per_day
Liaoning,E25_05_Length_of_Water_Supply_Pipelines_year_end,42744,km
Liaoning,E25_05_Total_Annual_Volume_of_Tap_Water_Supply,280251,10000_cu_m
Liaoning,E25_05_For_Daily_Use,140322,10000_cu_m
Liaoning,E25_05_For_Production_Use,67120,10000_cu_m
Liaoning,E25_05_Number_of_Population_with_Access_to_Tap_Water,2217.4,10000_persons
Liaoning,E25_05_Per_Capita_Daily_Water_Consumption_for_Daily_Use,172.9,liter
Liaoning,E25_06_Production_Capacity_of_Gaswork_Gas,52.6,cu_m_per_day
Liaoning,E25_06_Length_of_Gas_Pipelines_Gaswork_Gas,2548,km
Liaoning,E25_06_Length_of_Gas_Pipelines_Natural_Gas,34815,km
Liaoning,E25_06_Length_of_Gas_Pipelines_Liquefied_Petroleum_Gas,112,km
Liaoning,E25_06_Volume_of_Gas_Supply_Gaswork_Gas,15714,10000_cu_m
Liaoning,E25_06_Volume_of_Gas_Supply_Natural_Gas,357911,10000_cu_m
Liaoning,E25_06_Volume_of_Gas_Supply_Liquefied_Petroleum_Gas,438936,ton
Liaoning,E25_06_Population_with_Access_to_Gas_Gaswork_Gas,193.5,10000_persons
Liaoning,E25_06_Population_with_Access_to_Gas_Natural_Gas,1799.7,10000_persons
Liaoning,E25_06_Population_with_Access_to_Gas_Liquefied_Petroleum_Gas,229,10000_persons
Liaoning,E25_07_Heating_Supply_Capacity_Steam,22096,ton_per_hour
Liaoning,E25_07_Heating_Supply_Capacity_Hot_Water,76344,Mega_Watts
Liaoning,E25_07_Quantity_of_Heat_Supplied_Steam,13174,10000_gigajoules
Liaoning,E25_07_Quantity_of_Heat_Supplied_Hot_Water,54430,10000_gigajoules
Liaoning,E25_07_Length_of_Heating_Pipelines,70437,km
Liaoning,E25_07_Area_of_Centralized_Heating,150982,10000_sq_m
Liaoning,E25_08_Length_of_Paved_Roads_year_end,24240,km
Liaoning,E25_08_Area_of_Paved_Roads_year_end,44715,10000_sq_m
Liaoning,E25_08_Number_of_City_Bridges,2351,counts
Liaoning,E25_08_Length_of_City_Sewage_Pipes,27759,km
Liaoning,E25_08_Daily_Disposal_Capacity_of_City_Sewage,1146.8,10000_cu_m
Liaoning,E25_08_Number_of_Street_Lights,1289.5,1000_units
Liaoning,E25_09_Buses_and_Trolley_Buses_Number_of_Vehicles_in_Operation,21038,counts
Liaoning,E25_09_Buses_and_Trolley_Buses_Length_of_Routes_in_Operation,42274,km
Liaoning,E25_09_Buses_and_Trolley_Buses_Total_Passenger_Traffic,193821,10000_person_times
Liaoning,E25_09_Subways_Light_Rail_Streetcar_Number_of_Carriages_Allocated,2413,counts
Liaoning,E25_09_Subways_Light_Rail_Streetcar_Length_in_Operation,511,km
Liaoning,E25_09_Subways_Light_Rail_Streetcar_Total_Passenger_Traffic,93470,10000_person_times
Liaoning,E25_09_Number_of_Taxis,91007,counts
Liaoning,E25_10_Area_of_Green_Space,153546,hectare
Liaoning,E25_10_Public_Recreational_Green_Space,32773,hectare
Liaoning,E25_10_Number_of_Parks,839,counts
Liaoning,E25_10_Area_of_Parks,23841,hectare
Liaoning,E25_10_Green_Covered_Rate_of_Built_Districts,41.3,percent
Liaoning,E25_11_Road_Area_Cleaned,50389,10000_sq_m
Liaoning,E25_11_Volume_of_Domestic_Garbage_Collected_and_Transported,996.7,10000_tons
Liaoning,E25_11_Number_of_Special_Vehicles_for_Environmental_Sanitation,14268,counts
Liaoning,E25_11_Number_of_Public_Toilets,5884,counts
Liaoning,E25_11_Third_Grade_and_Above,4095,counts
Liaoning,E25_12_Coverage_of_Urban_Population_with_Access_to_Tap_Water,98.53,percent
Liaoning,E25_12_Coverage_of_Urban_Population_with_Access_to_Gas,98.74,percent
Liaoning,E25_12_Per_Capita_Area_of_Paved_Roads,19.87,sq_m
Liaoning,E25_12_Public_Recreational_Green_Space_Per_Capita,14.56,sq_m
Liaoning,E25_12_Number_of_Public_Toilets_Per_10000_Population,2.61,counts
Liaoning,E25_13_Population_Density,1408,per_sq_km
Liaoning,E25_13_Per_Capita_Daily_Water_Consumption_for_Daily_Use,142.23,liter
Liaoning,E25_13_Water_Coverage_Rate,97.58,percent
Liaoning,E25_13_Gas_Coverage_Rate,91.5,percent
Liaoning,E25_13_Density_of_Water_Supply_Pipelines_in_Built_Districts,13.74,km_per_sq_km
Liaoning,E25_13_Road_Surface_Area_Per_Capita,17.42,sq_m
Liaoning,E25_13_Density_of_Sewers_in_Built_Districts,6.38,km_per_sq_km
Liaoning,E25_13_Waste_Water_Treatment_Rate,99.48,percent
Liaoning,E25_13_Centralized_Treatment_at_Sewage_Treatment_Plants,99.48,percent
Liaoning,E25_13_Public_Recreational_Green_Space_Per_Capita,14.39,sq_m
Liaoning,E25_13_Green_Coverage_Rate_of_Built_Districts,24.49,percent
Liaoning,E25_13_Green_Space_Rate_of_Built_Districts,20.48,percent
Liaoning,E25_13_Domestic_Garbage_Treatment_Rate,100,percent
Liaoning,E25_13_Rate_of_Domestic_Garbage_Harmless_Treatment,100,percent
Liaoning,E25_14_Rural_Hydropower_Stations,159,counts
Liaoning,E25_14_Rural_Hydropower_Installed_Capacity,47,10000_kW
Liaoning,E25_14_Rural_Hydropower_Annual_Electricity_Generation,10.2,100_million_kWh
Liaoning,E25_14_Consumed_in_Rural_Areas,203.3,100_million_kWh
Liaoning,E06_22_Grain_Unprocessed,144.5,kg
Liaoning,E06_22_Cereals,126.2,kg
Liaoning,E06_22_Edible_Oil_and_Fats,10.8,kg
Liaoning,E06_22_Edible_Vegetable_Oil,10.6,kg
Liaoning,E06_22_Vegetable_and_Edible_Mushroom,117.1,kg
Liaoning,E06_22_Meat_and_Products,39.2,kg
Liaoning,E06_22_Pork,27,kg
Liaoning,E06_22_Beef,4.8,kg
Liaoning,E06_22_Mutton,2.1,kg
Liaoning,E06_22_Poultry,7.6,kg
Liaoning,E06_22_Aquatic_Products,16.6,kg
Liaoning,E06_22_Eggs,19.3,kg
Liaoning,E06_22_Milk_and_Dairy_Products,14.2,kg
Liaoning,E06_22_Fresh_Melons_and_Fruits,75.9,kg
Liaoning,E06_22_Sugar,1.1,kg
Liaoning,E06_28_Grain_Unprocessed,124.2,kg
Liaoning,E06_28_Cereals,107.5,kg
Liaoning,E06_28_Edible_Oil_and_Fats,9.8,kg
Liaoning,E06_28_Edible_Vegetable_Oil,9.6,kg
Liaoning,E06_28_Vegetable_and_Edible_Mushroom,121.6,kg
Liaoning,E06_28_Meat_and_Products,38,kg
Liaoning,E06_28_Pork,24.3,kg
Liaoning,E06_28_Beef,5.3,kg
Liaoning,E06_28_Mutton,2.4,kg
Liaoning,E06_28_Poultry,8.4,kg
