sample_type,matrix,province,location,season,lon,lat,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfamethoxypyridazine,Sulfonamides,0.7689999999999998,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfamonomethoxine,Sulfonamides,0.10425,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfaphenazole,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfapyridine,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfaquinoxaline,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfathiazole,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Tetracycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Tetracycline,Tetracyclines,2.7975,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Azithromycin,Macrolides,0.13,6.68,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Chlortetracycline,Tetracyclines,1.69,83,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Ciprofloxacin,Fluoroquinolones,1.16,24.2,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Clarithromycin,Macrolides,0.15,7.35,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Danofloxacin,Fluoroquinolones,0.05,2.03,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Enrofloxacin,Fluoroquinolones,11.7,307,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Erythromycin-H2O,Macrolides,0.58,14,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Lincomycin,Lincosamides,0.45,12.5,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Marbofloxacin,Fluoroquinolones,0.01,NA,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Norfloxacin,Fluoroquinolones,0.36,15,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Ofloxacin,Fluoroquinolones,2.02,62.5,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Oxytetracycline,Tetracyclines,0.96,31.5,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Roxithromycin,Macrolides,1.2,23.3,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfachloropyridazine,Sulfonamides,0.08,5.95,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfadiazine,Sulfonamides,0.35,22,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfadimidine,Sulfonamides,0.14,4.58,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfadoxine,Sulfonamides,0.05,2.03,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfafurazole,Sulfonamides,0.07,0.43,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfamonomethoxine,Sulfonamides,0.27,3.1,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfapyridine,Sulfonamides,0.08,3.53,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Sulfathiazole,Sulfonamides,0.02,2.7,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Trimethoprim,Diaminopyrimidines,0.08,6.78,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Hongze Lake,7,118.706113,33.301224,2016,Tylosin,Macrolides,0.14,10.2,ng/g,132
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Chlortetracycline,Tetracyclines,0.62,8.75,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Ciprofloxacin,Fluoroquinolones,10.6,46.5,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Danofloxacin,Fluoroquinolones,4.14,34.1,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Difloxacin,Fluoroquinolones,5.4,79,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Doxycycline,Tetracyclines,1.15,17.4,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Enrofloxacin,Fluoroquinolones,7.73,117,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Fleroxacin,Fluoroquinolones,3.02,13.2,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Florfenicol,Phenicols,0.02,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Leucomycin,Macrolides,0.03,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Lomefloxacin,Fluoroquinolones,1.16,11.1,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Marbofloxacin,Fluoroquinolones,0.54,8.93,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Norfloxacin,Fluoroquinolones,2.35,12.2,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Ofloxacin,Fluoroquinolones,3.31,12.2,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Oxytetracycline,Tetracyclines,0.14,2.98,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Pefloxacin,Fluoroquinolones,1.14,9.12,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Roxithromycin,Macrolides,0.12,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Sarafloxacin,Fluoroquinolones,1.55,15.6,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Sulfachloropyridazine,Sulfonamides,0.01,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Sulfadimidine,Sulfonamides,0.01,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Sulfadoxine,Sulfonamides,0.01,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Sulfamonomethoxine,Sulfonamides,0.02,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Sulfapyridine,Sulfonamides,0.01,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Tetracycline,Tetracyclines,0.2,5.88,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,11,120.162041,31.217356,2013,Trimethoprim,Diaminopyrimidines,0.03,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Chlortetracycline,Tetracyclines,0.48,6.05,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Ciprofloxacin,Fluoroquinolones,2.17,10.3,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Danofloxacin,Fluoroquinolones,0.4,5.22,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Difloxacin,Fluoroquinolones,0.58,4.91,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Doxycycline,Tetracyclines,2.15,6.09,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Enrofloxacin,Fluoroquinolones,3.25,54.2,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Erythromycin-H2O,Macrolides,0.04,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Fleroxacin,Fluoroquinolones,0.17,1.35,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Lomefloxacin,Fluoroquinolones,0.39,2.76,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Marbofloxacin,Fluoroquinolones,0.11,1.14,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Norfloxacin,Fluoroquinolones,2.3,8.52,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Ofloxacin,Fluoroquinolones,1.05,7.83,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Oxytetracycline,Tetracyclines,0.46,9,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Pefloxacin,Fluoroquinolones,0.55,4,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Roxithromycin,Macrolides,0.35,3.56,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Sarafloxacin,Fluoroquinolones,1.2,9.31,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Sulfadimidine,Sulfonamides,0.03,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Sulfadoxine,Sulfonamides,0.08,0.59,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Sulfamethoxazole,Sulfonamides,0.01,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Sulfamonomethoxine,Sulfonamides,0.05,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Sulfapyridine,Sulfonamides,0.01,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Sulfaquinoxaline,Sulfonamides,0.01,NA,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Tetracycline,Tetracyclines,1.03,27,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,5,120.162041,31.217356,2014,Trimethoprim,Diaminopyrimidines,0.17,1.09,ng/g,98
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,9,120.246667,31.233333,2017,Chlortetracycline,Tetracyclines,1,3,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,9,120.246667,31.233333,2017,Doxycycline,Tetracyclines,1.4,2.9,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,9,120.246667,31.233333,2017,Norfloxacin,Fluoroquinolones,99,424.4,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,9,120.246667,31.233333,2017,Ofloxacin,Fluoroquinolones,22.3,100.3,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,9,120.246667,31.233333,2017,Oxytetracycline,Tetracyclines,0.7,2.5,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,9,120.246667,31.233333,2017,Sulfadiazine,Sulfonamides,0.1,0.2,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Lake Taihu,9,120.246667,31.233333,2017,Tetracycline,Tetracyclines,1.2,4,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Chlortetracycline,Tetracyclines,0.42,0.87,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Doxycycline,Tetracyclines,9.340000000000002,40.57,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Oxytetracycline,Tetracyclines,7.4,39.5,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Sulfadiazine,Sulfonamides,0.12,0.4,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Sulfadimidine,Sulfonamides,0.26,0.8,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Sulfamerazine,Sulfonamides,0.05,0.09,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Sulfamethoxazole,Sulfonamides,0.13,0.35,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Sulfapyridine,Sulfonamides,0.09,0.22,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Sulfaquinoxaline,Sulfonamides,0.04,0.13,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Sulfathiazole,Sulfonamides,0.03,0.08,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,3,119.221611,34.596653,2013,Tetracycline,Tetracyclines,6.45,25.33,ng/g,164
sediment,sediment,Jiangsu,Jiangsu Lianyungang,9,119.221611,34.596653,2015,Ciprofloxacin,Fluoroquinolones,2.57,2.6399999999999997,ng/g,124
sediment,sediment,Jiangsu,Jiangsu Lianyungang,9,119.221611,34.596653,2015,Enrofloxacin,Fluoroquinolones,9.35,10.34,ng/g,124
sediment,sediment,Jiangsu,Jiangsu Lianyungang,9,119.221611,34.596653,2015,Oxytetracycline,Tetracyclines,5.2,5.42,ng/g,124
sediment,sediment,Jiangsu,Jiangsu Lianyungang,9,119.221611,34.596653,2015,Sulfadiazine,Sulfonamides,19.3,22.75,ng/g,124
sediment,sediment,Jiangsu,Jiangsu Lianyungang,9,119.221611,34.596653,2015,Sulfamethoxazole,Sulfonamides,80.6,85.32,ng/g,124
sediment,sediment,Jiangsu,Jiangsu Lianyungang,9,119.221611,34.596653,2015,Tetracycline,Tetracyclines,305,319.62,ng/g,124
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Azithromycin,Macrolides,0.07445,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Chlortetracycline,Tetracyclines,0.4397,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Ciprofloxacin,Fluoroquinolones,0.14895,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Clarithromycin,Macrolides,0.0591,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Clindamycin,Lincosamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Clindamycin,Lincosamides,0.0299,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Demeclocycline,Tetracyclines,0.5845,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Doxycycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Doxycycline,Tetracyclines,1.0578,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Enoxacin,Fluoroquinolones,0.15885,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Enrofloxacin,Fluoroquinolones,0.13169999999999998,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Fleroxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Lomefloxacin,Fluoroquinolones,0.157,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Marbofloxacin,Fluoroquinolones,0.1598,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Methacycline,Tetracyclines,0.6940999999999999,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Norfloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Ofloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Oxytetracycline,Tetracyclines,0.257,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Roxithromycin,Macrolides,0.05215,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sarafloxacin,Fluoroquinolones,0.1149,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Spiramycin,Macrolides,0.04795,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfabenzamide,Sulfonamides,0.06205,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfacetamide,Sulfonamides,0.04615,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfadiazine,Sulfonamides,0.0233,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfadimethoxypyrimidine,Sulfonamides,0.0206,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfadimoxine,Sulfonamides,0.02195,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfamethizole,Sulfonamides,0.0379,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfamethoxazole,Sulfonamides,0.01695,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfamethoxypyridazine,Sulfonamides,0.03095,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfamonomethoxine,Sulfonamides,0.0233,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfaphenazole,Sulfonamides,0.050699999999999995,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfapyridine,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfaquinoxaline,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Sulfathiazole,Sulfonamides,0.0163,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Tetracycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gaochun district,8,118.778333,31.321389,2016,Tetracycline,Tetracyclines,0.1833,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Cefazolin,Beta-lactams,4.52,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Ceftriaxone,Beta-lactams,0.44,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Ceftriaxone,Beta-lactams,22.94,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Norfloxacin,Fluoroquinolones,5.88,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Ofloxacin,Fluoroquinolones,0.06,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Oxytetracycline,Tetracyclines,0.14,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Sulfadiazine,Sulfonamides,0.07,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Sulfadiazine,Sulfonamides,0.14,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Sulfamethizole,Sulfonamides,0.52,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Gulou district Lake Wulongtan,1,118.766202,32.045926,2012,Tetracycline,Tetracyclines,0.32,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Jiangning district Tangshan,10,119.058863,32.057452,2012,Oxytetracycline,Tetracyclines,1179,NA,ng/g,202
sediment,sediment,Jiangsu,Jiangsu Nanjing Jianye district Lake Wulongtan,9,118.765556,32.033333,2017,Norfloxacin,Fluoroquinolones,4.8,6,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Nanjing Jianye district Lake Wulongtan,9,118.765556,32.033333,2017,Oxytetracycline,Tetracyclines,0.1,0.1,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Nanjing Jianye district Lake Wulongtan,9,118.765556,32.033333,2017,Sulfadiazine,Sulfonamides,0.1,0.1,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Nanjing Jianye district Lake Wulongtan,9,118.765556,32.033333,2017,Tetracycline,Tetracyclines,0.3,0.3,ng/g,64
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.859444,32.185278,2018,Enrofloxacin,Fluoroquinolones,0.105,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.849722,32.182222,2018,Enrofloxacin,Fluoroquinolones,0.149,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.859444,32.185278,2018,Fleroxacin,Fluoroquinolones,0.273,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.849722,32.182222,2018,Spiramycin,Macrolides,0.008,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.859444,32.185278,2018,Spiramycin,Macrolides,0.012,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.849722,32.182222,2018,Sulfacetamide,Sulfonamides,0.104,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.859444,32.185278,2018,Sulfacetamide,Sulfonamides,1.018,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Qixia district,NA,118.859444,32.185278,2018,Sulfapyridine,Sulfonamides,0.015,NA,ng/g,74
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Cefazolin,Beta-lactams,1.52,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Ceftriaxone,Beta-lactams,0.74,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Ceftriaxone,Beta-lactams,2.38,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Norfloxacin,Fluoroquinolones,5.33,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Norfloxacin,Fluoroquinolones,5.99,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Ofloxacin,Fluoroquinolones,0.08,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Oxytetracycline,Tetracyclines,0.12,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Sulfadiazine,Sulfonamides,0.08,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Sulfadiazine,Sulfonamides,0.49,NA,ng/g,95
sediment,sediment,Jiangsu,Jiangsu Nanjing Xuanwu district Lake Xuanwu,1,118.810868,32.07633,2012,Tetracycline,Tetracyclines,3.32,NA,ng/g,95
