sample_type,matrix,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link,manually_curated
soil,soil,Liaoning,Northern China amended soil Soil 8,Sulfadimidine,sulfonamides,30.5,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 8) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 9,Sulfadimidine,sulfonamides,15.3,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 9) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 10,Sulfadimidine,sulfonamides,15.5,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 10) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 1,Sulfachloropyridazine,sulfonamides,15.1,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 1) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 2,Sulfachloropyridazine,sulfonamides,36.7,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 2) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 3,Sulfachloropyridazine,sulfonamides,3.9,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 3) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 4,Sulfachloropyridazine,sulfonamides,14.3,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 4) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 5,Sulfachloropyridazine,sulfonamides,8.4,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 5) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 6,Sulfachloropyridazine,sulfonamides,9.7,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 6) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 7,Sulfachloropyridazine,sulfonamides,23.9,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 7) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 8,Sulfachloropyridazine,sulfonamides,9.3,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 8) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 9,Sulfachloropyridazine,sulfonamides,28.5,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 9) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 10,Sulfachloropyridazine,sulfonamides,52.9,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 10) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 1,Trimethoprim,other,28.4,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 1) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 3,Trimethoprim,other,21.5,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 3) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 4,Trimethoprim,other,2.4,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 4) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 5,Trimethoprim,other,6.5,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 5) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 6,Trimethoprim,other,9.5,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 6) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 7,Trimethoprim,other,20.7,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 7) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 10,Trimethoprim,other,0.6,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 10) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 1,Tetracycline,tetracyclines,8.6,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 1) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 2,Tetracycline,tetracyclines,7.9,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 2) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 3,Tetracycline,tetracyclines,2.3,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 3) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 4,Tetracycline,tetracyclines,10.5,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 4) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 5,Tetracycline,tetracyclines,10.8,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 5) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 6,Tetracycline,tetracyclines,46.9,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 6) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
soil,soil,Liaoning,Northern China amended soil Soil 7,Tetracycline,tetracyclines,12.3,,ng/g dw,2014,,"Hou, J., Wan, W., Mao, D., Wang, C., Mu, Q., Qin, S., & Luo, Y. (2015). Occurrence and distribution of sulfonamides, tetracyclines, quinolones, macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental Science and Pollution Research, 22, 4545–4554.",Sup 2014 Hou Table 9 soils section (Soil 7) | Hou supplement abbreviation normalized to full compound names using Sup 2014 Table 0 compound list.,N_HOU2015_NORTH_SOIL,Sup 2014 Jie Hou ... .docx,https://doi.org/10.1007/s11356-014-3632-y,True
